,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,O_long,O_lat,D_long,D_lat
2158,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,18:45,22,Errenteria,1,2,1,Hogar de una persona,1,4,1,1,2021,24830.41,-1.974995113500037,43.30649317221847,-2.033693,43.256347
2159,Tolosaldea,Donostialdea,Villabona,Errenteria,Coche conductor,05:15,22,Villabona,2,3,2,Otros hogares sin niños,2,3,1,1,2021,24143.435,-2.054157155425409,43.18219266019726,-2.033693,43.256347
2160,Donostialdea,Donostialdea,Lasarte-Oria,Urnieta,Coche conductor,07:00,22,Lasarte-Oria,2,2,2,Otros hogares sin niños,1,4,1,1,2021,22814.67,-2.0191954004423764,43.26593700325142,-2.033693,43.256347
2161,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,19:45,21,Donostia/San Sebastian,2,3,1,Otros hogares con niños,2,4,1,1,2021,23437.51,-1.9671696494351738,43.26756022383076,-2.033693,43.256347
2162,Donostialdea,Donostialdea,Andoain,Donostia/San Sebastian,Coche conductor,14:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,23828.42,-2.0298698953552097,43.20226963691118,-2.033693,43.256347
2163,Debabarrena,Donostialdea,Eibar,Donostia/San Sebastian,Coche conductor,09:30,99,Eibar,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25378.56,-2.468536069805474,43.18307208073703,-2.033693,43.256347
2164,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,15:10,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,22887.65,-1.9679284733867337,43.31906299523478,-2.033693,43.256347
2165,Bidasoa,Donostialdea,Hondarribia,Donostia/San Sebastian,Coche pasajero,07:00,22,Hondarribia,2,2,1,Otros hogares sin niños,1,4,1,2,2021,23396.97,-1.801182388672537,43.36988167226252,-2.033693,43.256347
2166,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,19:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,5,1,1,2021,20421.15,-1.9828024524363006,43.31765518011344,-2.033693,43.256347
2167,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,12:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,24278.035,-2.4534208450228654,43.1899759940142,-2.033693,43.256347
2168,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,13:00,22,Pasaia,2,3,1,2 adultos con niño(s),1,4,1,1,2021,26108.009999999995,-1.9768747989157405,43.322437889313925,-2.033693,43.256347
2169,Donostialdea,Donostialdea,Pasaia,Lezo,Coche conductor,05:30,22,Pasaia,2,3,1,Otros hogares sin niños,2,4,1,1,2021,23184.11,-1.9181488511729639,43.32061297640593,-2.033693,43.256347
2170,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,-2.4369151730272973,43.058749468244976,-2.033693,43.256347
2171,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,07:00,22,Errenteria,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,-1.9157723591250266,43.30737045811416,-2.033693,43.256347
2172,Tolosaldea,Donostialdea,Villabona,Andoain,Coche conductor,10:00,23,Villabona,1,2,1,Hogar de una persona,2,5,1,1,2021,21582.3,-2.0469277541524105,43.184110053150114,-2.033693,43.256347
2173,Tolosaldea,Donostialdea,Villabona,Usurbil,Coche conductor,10:00,23,Villabona,2,3,1,Otros hogares con niños,1,3,1,1,2021,21471.335,-2.0669362564871574,43.183177289757154,-2.033693,43.256347
2174,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,16:15,22,Hernani,2,2,1,2 adultos con niño(s),1,4,1,1,2021,22416.27,-1.9813315185626499,43.321581510786224,-2.033693,43.256347
2175,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,14:05,23,Donostia/San Sebastian,2,3,3,2 adultos con niño(s),2,5,1,1,2021,26467.209999999995,-1.9358194408971834,43.32110935183437,-2.033693,43.256347
2176,Donostialdea,Donostialdea,Andoain,Urnieta,Coche conductor,09:00,22,Andoain,1,2,1,2 adultos,2,4,1,1,2021,22264.870000000003,-2.0226174442444163,43.21384867350055,-2.033693,43.256347
2177,Donostialdea,Donostialdea,Urnieta,Lasarte-Oria,Coche pasajero,08:15,23,Urnieta,1,2,1,2 adultos,2,5,1,2,2021,24369.41,-1.9884690167042696,43.252431007888205,-2.033693,43.256347
2178,Donostialdea,Donostialdea,Errenteria,Pasaia,Coche conductor,18:30,22,Pasaia,2,2,1,Otros hogares con niños,1,4,1,1,2021,23569.26,-1.9012272768935257,43.312395584636455,-2.033693,43.256347
2179,Bidasoa,Donostialdea,Irun,Urnieta,Coche conductor,10:20,22,Irun,2,3,2,Otros hogares sin niños,1,5,1,1,2021,27890.81,-1.8053777378748488,43.33144520063904,-2.033693,43.256347
2180,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,15:00,23,Donostia/San Sebastian,1,2,1,1 adulto con niño(s),2,4,1,1,2021,21645.97,-1.832864469204222,43.32606678706591,-2.033693,43.256347
2181,Bidasoa,Donostialdea,Hondarribia,Donostia/San Sebastian,Coche conductor,07:00,22,Hondarribia,2,3,2,Otros hogares sin niños,2,5,1,1,2021,26867.81,-1.7952135073745101,43.369990338885586,-2.033693,43.256347
2182,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,07:00,22,Irun,2,4,1,Otros hogares sin niños,1,3,1,1,2021,24289.785,-1.7832770029661011,43.33817012300042,-2.033693,43.256347
2183,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,EUSKOTREN,16:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,23351.76,-2.0026720824013196,43.30445424599785,-2.033693,43.256347
2184,Tolosaldea,Donostialdea,Villabona,Errenteria,Coche conductor,05:15,22,Villabona,2,3,2,Otros hogares sin niños,2,3,1,1,2021,24143.435,-2.0268014112119976,43.176486320400976,-2.033693,43.256347
2185,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,08:30,22,Donostia/San Sebastian,1,2,1,Hogar de una persona,2,5,1,1,2021,22156.6,-2.016757115172241,43.31187444203632,-2.033693,43.256347
2186,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Moto,10:00,23,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,22248.07,-1.9081415097019336,43.31093615281895,-2.033693,43.256347
2187,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,3,1,1,2021,22642.935,-1.9586010565504295,43.304623115224274,-2.033693,43.256347
2188,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,15:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,5,1,1,2021,24100.06,-1.986740030463351,43.275950905336245,-2.033693,43.256347
2189,Donostialdea,Donostialdea,Andoain,Usurbil,Coche conductor,05:45,23,Andoain,2,3,1,Otros hogares sin niños,2,4,1,1,2021,21858.52,-2.016838662471012,43.219123661451746,-2.033693,43.256347
2190,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,13:00,22,Oiartzun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25461.26,-1.8361576789505138,43.32029418104305,-2.033693,43.256347
2191,Donostialdea,Donostialdea,Lezo,Pasaia,Coche conductor,14:00,22,Pasaia,2,3,1,Otros hogares sin niños,2,4,1,1,2021,23184.11,-1.8999345939875067,43.321471900746594,-2.033693,43.256347
2192,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Moto,13:00,22,Donostia/San Sebastian,2,2,3,Otros hogares con niños,1,4,1,1,2021,26787.11,-1.8948991876766381,43.313091036434066,-2.033693,43.256347
2193,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,14:50,22,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,23763.435,-1.8641662740242777,43.29995630105679,-2.033693,43.256347
2194,Donostialdea,Donostialdea,Usurbil,Hernani,Coche conductor,13:50,22,Hernani,1,2,1,Hogar de una persona,1,5,1,1,2021,26225.31,-2.0241915641407684,43.27608262263733,-2.033693,43.256347
2195,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,-2.4095218437819934,43.02698767504316,-2.033693,43.256347
2196,Donostialdea,Donostialdea,Lasarte-Oria,Urnieta,Coche conductor,07:00,22,Lasarte-Oria,2,2,2,Otros hogares sin niños,1,4,1,1,2021,22814.67,-2.0232750904673287,43.270993511575305,-2.033693,43.256347
2197,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,14:10,22,Donostia/San Sebastian,2,2,2,2 adultos con niño(s),2,5,1,1,2021,22504.87,-1.9349197368927646,43.322155745719826,-2.033693,43.256347
2198,Debabarrena,Donostialdea,Eibar,Donostia/San Sebastian,Coche conductor,09:30,99,Eibar,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25378.56,-2.473968248973957,43.184449820563756,-2.033693,43.256347
2199,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,EUSKOTREN,07:00,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25210.86,-2.0123197279804153,43.269949601969195,-2.033693,43.256347
2200,Tolosaldea,Donostialdea,Tolosa,Lasarte-Oria,Coche conductor,06:15,22,Tolosa,2,4,1,Otros hogares sin niños,1,3,1,1,2021,24788.185,-2.0731077582113513,43.14175808102821,-2.033693,43.256347
2201,Urola Kosta       ,Donostialdea,Zarautz,Lasarte-Oria,Coche conductor,14:05,22,Lasarte-Oria,2,4,1,2 adultos con niño(s),1,5,1,1,2021,23615.67,-2.16674765816258,43.28156002128106,-2.033693,43.256347
2202,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,15:20,21,Hondarribia,2,2,1,2 adultos con niño(s),1,5,1,1,2021,24197.97,-2.1662459132381673,43.28148338206643,-2.033693,43.256347
2203,Donostialdea,Donostialdea,Usurbil,Donostia/San Sebastian,Coche conductor,14:00,23,Donostia/San Sebastian,1,3,2,2 adultos,1,5,1,1,2021,29017.46,-2.0241915641407684,43.27608262263733,-2.033693,43.256347
2204,Donostialdea,Donostialdea,Donostia/San Sebastian,Oiartzun,Coche conductor,19:00,23,Donostia/San Sebastian,1,3,1,Hogar de una persona,1,5,1,1,2021,29172.56,-1.9494524053851572,43.29289341708591,-2.033693,43.256347
2205,Tolosaldea,Donostialdea,Tolosa,Errenteria,Coche conductor,15:30,21,Errenteria,1,3,1,2 adultos,2,6,1,1,2021,23422.51,-2.083154802989343,43.12653312772386,-2.033693,43.256347
2206,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche pasajero,13:00,22,Errenteria,2,2,1,Otros hogares sin niños,1,3,1,1,2021,20299.445,-1.9432271867887738,43.31900280876186,-2.033693,43.256347
2207,Urola Kosta       ,Donostialdea,Zumaia,Donostia/San Sebastian,Coche conductor,08:20,22,Zumaia,2,3,1,Otros hogares con niños,2,4,1,1,2021,20350.000000000004,-2.25470040422186,43.29185344129175,-2.033693,43.256347
2208,Tolosaldea,Donostialdea,Villabona,Donostia/San Sebastian,RENFE,06:50,23,Villabona,2,2,1,Otros hogares sin niños,1,5,1,1,2021,25669.66,-2.0522519987166814,43.188547638138516,-2.033693,43.256347
2209,Urola Kosta       ,Donostialdea,Orio,Oiartzun,Coche conductor,06:30,23,Orio,1,3,1,2 adultos,1,3,1,1,2021,19849.075,-2.126831599443618,43.27910333448668,-2.033693,43.256347
2210,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,15:30,22,Errenteria,2,2,2,2 adultos con niño(s),2,5,1,1,2021,21756.57,-1.9998045798760433,43.30324569549637,-2.033693,43.256347
2211,Donostialdea,Donostialdea,Oiartzun,Lezo,Coche conductor,14:45,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,27465.11,-1.8639860432327044,43.300541494309364,-2.033693,43.256347
2212,Donostialdea,Donostialdea,Oiartzun,Errenteria,Autobús interurbano,15:10,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,25718.91,-1.8638719341902277,43.31752417968888,-2.033693,43.256347
2213,Donostialdea,Donostialdea,Andoain,Hernani,Coche conductor,13:55,22,Andoain,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25237.16,-2.0208828937908274,43.22119971374685,-2.033693,43.256347
2214,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,13:00,22,Lasarte-Oria,2,3,1,Otros hogares sin niños,1,6,1,1,2021,25257.01,-1.9388477762980751,43.322734507373575,-2.033693,43.256347
2215,Bidasoa,Donostialdea,Hondarribia,Errenteria,Moto,16:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,23474.77,-1.791276666057461,43.356356970585004,-2.033693,43.256347
2216,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,17:00,22,Pasaia,2,2,3,Otros hogares sin niños,1,3,1,1,2021,20197.045,-2.018708202681145,43.30054048151916,-2.033693,43.256347
2217,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Autobús interurbano,16:45,23,Lasarte-Oria,1,1,1,2 adultos,2,4,1,2,2021,23833.76,-1.9825528910979022,43.32172432903544,-2.033693,43.256347
2218,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,12:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,24278.035,-2.4721983411256745,43.18483848652177,-2.033693,43.256347
2219,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,14:45,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25069.96,-1.931236992451913,43.32396941111117,-2.033693,43.256347
2220,Debabarrena,Donostialdea,Eibar,Donostia/San Sebastian,Coche conductor,09:30,99,Eibar,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25378.56,-2.472258959607076,43.18097091803752,-2.033693,43.256347
2221,Urola Kosta       ,Donostialdea,Zarautz,Andoain,Coche conductor,14:00,22,Andoain,1,2,1,Hogar de una persona,1,5,1,1,2021,24629.120000000003,-2.16248580153112,43.28179105394735,-2.033693,43.256347
2222,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,-2.4283419484860915,43.04256046548355,-2.033693,43.256347
2223,Debabarrena,Donostialdea,Elgoibar,Hernani,Coche conductor,16:30,22,Hernani,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25238.16,-2.4066408970533435,43.226961229964424,-2.033693,43.256347
2224,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,13:30,22,Orio,2,4,1,Otros hogares sin niños,1,4,1,1,2021,27114.81,-2.1274063963489422,43.27710202363398,-2.033693,43.256347
2225,Donostialdea,Donostialdea,Oiartzun,Lezo,Coche conductor,14:45,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,27465.11,-1.842178950754876,43.30497498949528,-2.033693,43.256347
2226,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,18:30,23,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,6,1,1,2021,28231.56,-2.0017904828856317,43.31471191861108,-2.033693,43.256347
2227,Donostialdea,Donostialdea,Andoain,Donostia/San Sebastian,Autobús interurbano,19:30,22,Donostia/San Sebastian,2,2,1,Otros hogares con niños,1,6,1,1,2021,22336.5,-2.0224896163102812,43.2237368747475,-2.033693,43.256347
2228,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,-2.4369151730272973,43.058749468244976,-2.033693,43.256347
2229,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,06:45,22,Zarautz,1,2,2,2 adultos,1,6,1,1,2021,26173.26,-2.173951398013735,43.281954446553975,-2.033693,43.256347
2230,Donostialdea,Donostialdea,Lezo,Usurbil,Coche conductor,06:45,22,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,-1.8970531240171296,43.322529048534136,-2.033693,43.256347
2231,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,14:00,21,Lezo,1,2,1,2 adultos,2,3,1,1,2021,22096.735,-1.805426465841527,43.329330928655395,-2.033693,43.256347
2232,Donostialdea,Donostialdea,Oiartzun,Andoain,Coche conductor,21:40,22,Oiartzun,1,2,2,Hogar de una persona,1,4,1,1,2021,27588.86,-1.8665933698830175,43.29908043028547,-2.033693,43.256347
2233,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,18:00,22,Hernani,2,4,2,Otros hogares sin niños,1,6,1,1,2021,27651.46,-1.9816200021061767,43.32206391838439,-2.033693,43.256347
2234,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Autobús interurbano,08:30,22,Pasaia,2,2,3,Otros hogares sin niños,2,5,1,2,2021,26042.209999999995,-1.9272253323502504,43.32369318421821,-2.033693,43.256347
2235,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,14:30,99,Hernani,1,2,1,Hogar de una persona,2,4,1,1,2021,24016.16,-1.9796798862095648,43.27653458962548,-2.033693,43.256347
2236,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Moto,10:00,23,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,22248.07,-1.9081415097019336,43.31093615281895,-2.033693,43.256347
2237,Donostialdea,Donostialdea,Andoain,Usurbil,Coche conductor,05:45,23,Andoain,2,3,1,Otros hogares sin niños,2,4,1,1,2021,21858.52,-2.0093052753939173,43.22840400756641,-2.033693,43.256347
2238,Donostialdea,Donostialdea,Errenteria,Oiartzun,Moto,06:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,22139.35,-1.9120865328295713,43.312524796711386,-2.033693,43.256347
2239,Donostialdea,Donostialdea,Errenteria,Lasarte-Oria,Coche conductor,08:30,22,Errenteria,1,3,1,2 adultos,1,6,1,1,2021,27889.61,-1.8975098585171777,43.311260897136734,-2.033693,43.256347
2240,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,16:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,4,1,1,2021,22860.81,-1.7709609529109172,43.33485419226496,-2.033693,43.256347
2241,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Moto,06:00,22,Donostia/San Sebastian,2,2,3,Otros hogares con niños,1,4,1,1,2021,22824.77,-1.975987000326533,43.32232083552413,-2.033693,43.256347
2242,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,07:50,23,Errenteria,1,1,1,Hogar de una persona,1,5,1,2,2021,26057.11,-1.8995841706367427,43.31184800003012,-2.033693,43.256347
2243,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,16:00,23,Errenteria,2,2,2,2 adultos con niño(s),2,4,1,1,2021,19930.2,-1.7997643861406885,43.34359911848171,-2.033693,43.256347
2244,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,07:00,22,Urnieta,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25255.56,-1.9781953118052773,43.30275931453348,-2.033693,43.256347
2245,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,15:30,22,Pasaia,2,3,2,Otros hogares con niños,2,5,1,1,2021,25444.91,-1.985460707039184,43.29478477300859,-2.033693,43.256347
2246,Donostialdea,Donostialdea,Usurbil,Lezo,Coche conductor,06:00,22,Lezo,2,3,1,Otros hogares con niños,1,4,1,1,2021,26126.91,-2.02445802930911,43.273766816041935,-2.033693,43.256347
2247,Donostialdea,Donostialdea,Urnieta,Donostia/San Sebastian,Coche conductor,14:00,22,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),1,5,1,1,2021,22887.65,-1.994230040899527,43.245536843446416,-2.033693,43.256347
2248,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,05:10,23,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,6,1,1,2021,25864.41,-1.9619903697751173,43.31940776100398,-2.033693,43.256347
2249,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,14:45,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25069.96,-1.9349197368927646,43.322155745719826,-2.033693,43.256347
2250,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Autobús interurbano,15:30,22,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,2,6,1,2,2021,26131.61,-1.819105315407473,43.33177281798227,-2.033693,43.256347
2251,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,05:45,23,Donostia/San Sebastian,2,3,3,2 adultos con niño(s),2,5,1,1,2021,24100.06,-1.987610341422764,43.29964902493313,-2.033693,43.256347
2252,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,08:00,22,Pasaia,2,2,3,Otros hogares sin niños,1,3,1,1,2021,18861.625,-1.9294732314938208,43.325602116633426,-2.033693,43.256347
2253,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,14:00,23,Errenteria,2,2,1,Otros hogares con niños,2,4,1,1,2021,19758.6,-1.8833705443270687,43.30134099647664,-2.033693,43.256347
2254,Donostialdea,Donostialdea,Donostia/San Sebastian,Lezo,Autobús interurbano,19:00,22,Lezo,2,2,1,Otros hogares sin niños,2,4,1,2,2021,21779.42,-1.9405113382934447,43.32095825342144,-2.033693,43.256347
2255,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,Hogar de una persona,1,5,1,1,2021,25210.22,-2.0046352887895456,43.31262234248719,-2.033693,43.256347
2256,Goierri                              ,Donostialdea,Legazpi,Donostia/San Sebastian,Coche conductor,08:00,99,Legazpi,1,2,1,Hogar de una persona,1,5,1,1,2021,23463.1,-2.3341312118672053,43.0528033779905,-2.033693,43.256347
2257,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,RENFE,17:30,22,Donostia/San Sebastian,1,2,1,2 adultos,2,6,1,1,2021,24170.81,-2.0810183433370635,43.1365216049653,-2.033693,43.256347
2258,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,15:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,-2.430402481644985,43.13385220380564,-2.033693,43.256347
2259,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,17:45,22,Errenteria,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,-2.0214674860527846,43.3041500811852,-2.033693,43.256347
2260,Donostialdea,Donostialdea,Errenteria,Lasarte-Oria,Coche conductor,08:30,22,Errenteria,1,3,1,2 adultos,1,6,1,1,2021,27889.61,-1.910656058709978,43.31040098476498,-2.033693,43.256347
2261,Goierri                              ,Donostialdea,Zumarraga,Donostia/San Sebastian,Coche conductor,19:30,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,23828.42,-2.316473303753512,43.089247733311346,-2.033693,43.256347
2262,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:00,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,23502.77,-1.7895695089105519,43.33541302893797,-2.033693,43.256347
2263,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,14:00,22,Lasarte-Oria,2,3,1,Otros hogares con niños,1,3,1,1,2021,23805.385,-2.0131781343014055,43.27036433351082,-2.033693,43.256347
2264,Tolosaldea,Donostialdea,Villabona,Usurbil,Coche conductor,10:00,23,Villabona,2,3,1,Otros hogares con niños,1,3,1,1,2021,21471.335,-2.053328192201993,43.188685407289455,-2.033693,43.256347
2265,Donostialdea,Donostialdea,Errenteria,Oiartzun,Moto,06:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,22139.35,-1.9039519557537121,43.315245679977906,-2.033693,43.256347
2266,Goierri                              ,Donostialdea,Legazpi,Donostia/San Sebastian,Coche conductor,08:00,99,Legazpi,1,2,1,Hogar de una persona,1,5,1,1,2021,23463.1,-2.338984403578079,43.0586377582849,-2.033693,43.256347
2267,Urola Kosta       ,Donostialdea,Zarautz,Lasarte-Oria,Coche conductor,15:15,22,Zarautz,2,3,1,Otros hogares sin niños,1,5,1,1,2021,26146.46,-2.1694602398269827,43.27632878515662,-2.033693,43.256347
2268,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,EUSKOTREN,07:00,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25210.86,-2.0187033136149823,43.27109251843004,-2.033693,43.256347
2269,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,04:15,23,Errenteria,2,2,1,Otros hogares sin niños,1,5,1,1,2021,22565.05,-1.914172831321175,43.31076553713401,-2.033693,43.256347
2270,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,EUSKOTREN,15:30,22,Errenteria,1,2,1,1 adulto con niño(s),2,5,1,1,2021,22983.81,-1.891361856099431,43.310656740804355,-2.033693,43.256347
2271,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,07:30,22,Zarautz,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25720.76,-2.1783149673677724,43.28518836517803,-2.033693,43.256347
2272,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,05:30,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,4,1,1,2021,24591.56,-1.9483852177356693,43.3226495035555,-2.033693,43.256347
2273,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,06:45,22,Irun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,23502.77,-1.7930420076859794,43.33550825699067,-2.033693,43.256347
2274,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Andando,15:00,22,Pasaia,2,3,1,2 adultos con niño(s),1,4,1,1,2021,20810.25,-1.9315620001932312,43.32468491955429,-2.033693,43.256347
2275,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Autobús interurbano,16:45,23,Lasarte-Oria,1,1,1,2 adultos,2,4,1,2,2021,23833.76,-1.954977790771608,43.296097111487086,-2.033693,43.256347
2276,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,15:30,22,Pasaia,2,3,2,Otros hogares con niños,2,5,1,1,2021,25444.91,-1.9708928006064677,43.323528914173245,-2.033693,43.256347
2277,Urola Kosta       ,Donostialdea,Zumaia,Donostia/San Sebastian,Autobús interurbano,06:55,22,Zumaia,1,3,1,2 adultos,2,4,1,1,2021,24284.26,-2.254374480126765,43.29236241520116,-2.033693,43.256347
2278,Tolosaldea,Donostialdea,Tolosa,Lasarte-Oria,Coche conductor,13:15,23,Lasarte-Oria,2,3,2,Otros hogares con niños,2,5,1,1,2021,23321.06,-2.0737448780746592,43.13448513249641,-2.033693,43.256347
