stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_desc,stop_timezone,wheelchair_boarding,level_id,platform_code
101122-5702,,Beraun 15,43.309292,-1.908851,1.0,,0,,,,0,,
101122-5723,,Koldo Mitxelena,43.310918,-1.908464,1.0,,0,,,,0,,
101122-5736,,Parke 26,43.312015,-1.908272,1.0,,0,,,,0,,
101122-2557,,Urdaburu Kalea 46,43.312075,-1.91181,1.0,,0,,,,0,,
101122-5730,,Murumendi 8,43.312121,-1.911883,1.0,,0,,,,0,,
101122-5758,,Versalles,43.317693,-1.907936,1.0,,0,,,,0,,
101122-5692,,Alaberga 103,43.316169,-1.906767,1.0,,0,,,,0,,
101122-5753,,Telefonika,43.315212,-1.907413,1.0,,0,,,,0,,
101122-5714,,Galtzaraborda Piscinas,43.313319,-1.911886,1.0,,0,,,,0,,
101122-5712,,Galtzaraborda 61,43.311788,-1.912826,1.0,,0,,,,0,,
101122-5693,,Alaberga 40,43.313076,-1.90718,1.0,,0,,,,0,,
101122-5720,,Irumugarrieta Con Ernio,43.313378,-1.909591,1.0,,0,,,,0,,
101122-5747,,San Markos 1,43.311784,-1.913381,1.0,,0,,,,0,,
101122-5748,,San Markos 15,43.310422,-1.914971,1.0,,0,,,,0,,
101122-5716,,Gerontologikoa,43.305947,-1.916,1.0,,0,,,,0,,
101122-5745,,Rotonda San Markosene,43.307616,-1.916365,1.0,,0,,,,0,,
101122-5734,,P.i. Txirrita-maleo Danona,43.304086,-1.908722,1.0,,0,,,,0,,
101122-5735,,P.i. Txirrita-maleo Txirrita,43.302277,-1.90603,1.0,,0,,,,0,,
101122-5749,,Sorgintxulo Dir Lartzabal,43.31633,-1.90944,1.0,,0,,,,0,,
101122-216,,Nafarroa Hirib. 75,43.314823,-1.902561,1.0,,0,,,,0,,
101122-1723,,Lartzabal1,43.308534,-1.882588,1.0,,0,,,,0,,
101122-5725,,Lartzabal Anbulategia,43.308788,-1.881869,1.0,,0,,,,0,,
101122-5724,,Lartzabal,43.310817,-1.888675,1.0,,0,,,,0,,
101122-5709,,Gabierrota,43.310675,-1.890737,1.0,,0,,,,0,,
101122-79,,Gamon Zumardia,43.312797,-1.896962,1.0,,0,,,,0,,
101122-1713,,Rotonda Galicia,43.3149,-1.900266,1.0,,0,,,,0,,
101122-138,,Diputazio Pl.,43.314959,-1.90267,1.0,,0,,,,0,,
101122-5740,,Puerto,43.317463,-1.91212,1.0,,0,,,,0,,
101122-179,,Sorgintxulo 11,43.316332,-1.909637,1.0,,0,,,,0,,
101122-5697,,Ambulatorio,43.313699,-1.911176,1.0,,0,,,,0,,
101122-5738,,Plaza Urbia,43.31153,-1.905666,1.0,,0,,,,0,,
101122-5757,,Urdaburu 25,43.312635,-1.910973,1.0,,0,,,,0,,
101122-5701,,Beraun - Estadio,43.30969,-1.911877,1.0,,0,,,,0,,
101122-187,,C/beraun,43.309282,-1.908814,1.0,,0,,,,0,,
101126-75,,Bizkaia,43.283904,-2.176161,3.0,,0,,,,0,,
101126-667,,Urkidi,43.283664,-2.179097,3.0,,0,,,,0,,
101126-645,,Sarakatua,43.284216,-2.17955,3.0,,0,,,,0,,
101126-652,,Allemendi,43.284986,-2.181409,3.0,,0,,,,0,,
101126-658,,Barandiaran,43.283856,-2.180741,3.0,,0,,,,0,,
101126-660,,Nafarroa,43.286664,-2.174934,3.0,,0,,,,0,,
101126-4908,,Antoniano,43.285585,-2.173303,3.0,,0,,,,0,,
101126-664,,Geltokia,43.28439,-2.170878,3.0,,0,,,,0,,
101126-659,,Eguneko Zentroa,43.284992,-2.165602,3.0,,0,,,,0,,
101126-662,,IÃ±urritza (Ikastola),43.284618,-2.160387,3.0,,0,,,,0,,
101126-699,,Talaimendi N-634,43.284149,-2.156347,3.0,,0,,,,0,,
101126-661,,MÂª Etxetxiki,43.282953,-2.160938,3.0,,0,,,,0,,
101126-693,,MÂª Etxetxiki Buztinzuri (Orokieta),43.280965,-2.16169,3.0,,0,,,,0,,
101126-663,,Itxasmendi,43.280931,-2.159922,3.0,,0,,,,0,,
101126-813,,Araba - Hegoalde,43.280818,-2.16524,3.0,,0,,,,0,,
101126-665,,Kiroldegia,43.280979,-2.168867,3.0,,0,,,,0,,
101126-657,,Azken Portu,43.281977,-2.174785,3.0,,0,,,,0,,
101126-666,,Urdaneta - Lanpardo,43.279643,-2.174702,3.0,,0,,,,0,,
101126-3216,,La Salle Ikastetxea,43.278815,-2.175921,3.0,,0,,,,0,,
101126-4468,,Lanpardo - Izeta Plaza,43.281013,-2.176035,3.0,,0,,,,0,,
101126-655,,Anbulategia,43.282023,-2.178141,3.0,,0,,,,0,,
101126-672,,Bixkonde,43.286824,-2.175214,3.0,,0,,,,0,,
101126-673,,Bizkaia 2,43.283637,-2.175701,3.0,,0,,,,0,,
101126-678,,Pontalier,43.284711,-2.160041,3.0,,0,,,,0,,
101126-422,,Nafarroa-IÃ±urritza,43.28586,-2.162761,3.0,,0,,,,0,,
101126-414,,Nafarroa Kalea- Gurutze Gorria,43.286069,-2.169192,3.0,,0,,,,0,,
101126-676,,Hiruerreketa,43.283117,-2.18462,3.0,,0,,,,0,,
101126-677,,Hiruerreketa Parkina,43.281943,-2.189609,3.0,,0,,,,0,,
101117-1359,,"Santa Fe,47 (zaldibia)",43.03657,-2.150016,5.0,,0,,,,0,,
101117-1361,,"Elbarren Auzoa,11 (zaldibia)",43.041279,-2.151092,5.0,,0,,,,0,,
101117-2479,,Zelaa Hotela,43.047019,-2.154021,5.0,,0,,,,0,,
101117-5215,,Elbarrena Auzoa,43.049147,-2.160573,5.0,,0,,,,0,,
101117-4164,,"Txindoki Kalea, 2 Parean",43.054721,-2.167938,5.0,,0,,,,0,,
101117-4148,,"Euskal Pilota, 5",43.05392,-2.171731,5.0,,0,,,,0,,
101117-4149,,Bizkaia Pasealekua,43.053928,-2.175317,5.0,,0,,,,0,,
101117-1227,,Arana Kalea,43.055247,-2.177251,5.0,,0,,,,0,,
101117-4400,,Erdigunea,43.054098,-2.180263,5.0,,0,,,,0,,
101117-1345,,"Urdaneta, 46",43.053845,-2.183889,5.0,,0,,,,0,,
101117-1972,,Malkasko,43.054698,-2.187279,5.0,,0,,,,0,,
101117-1362,,Ezkiaga 18 Parean,43.051799,-2.189957,5.0,,0,,,,0,,
101117-1346,,"Esteban Lasa, 7",43.04784,-2.195522,5.0,,0,,,,0,,
101117-1347,,"San Inazio Kalea, 14",43.047157,-2.198269,5.0,,0,,,,0,,
101117-1285,,"Oriamendi,32",43.047344,-2.203141,5.0,,0,,,,0,,
101117-1349,,Igartza Oleta 2,43.047795,-2.209753,5.0,,0,,,,0,,
101117-1350,,"Loinazpe Bhi , Igartza Oleta,14",43.046445,-2.213736,5.0,,0,,,,0,,
101117-4150,,"Carretera N-1 Madrid Irun,7 (olaberria)",43.042358,-2.216526,5.0,,0,,,,0,,
101117-2488,,Yurre Gasolindegia,43.038813,-2.216951,5.0,,0,,,,0,,
101117-5217,,Aristrain,43.035794,-2.217972,5.0,,0,,,,0,,
101117-4154,,"Diseminado Rural, Cerca De NÂº45",43.023982,-2.224897,5.0,,0,,,,0,,
101117-4155,,"Diseminado Rural,22 (idiazabal)",43.022082,-2.230296,5.0,,0,,,,0,,
101117-4157,,"Kale Nagusia,6 (idiazabal)",43.014982,-2.232274,5.0,,0,,,,0,,
101117-1365,,Idiazabal Erdigunea,43.011741,-2.2338,5.0,,0,,,,0,,
101117-4256,,"Kale Nagusia,6 Parean",43.014882,-2.232165,5.0,,0,,,,0,,
101117-6074,,Poyam,43.021561,-2.23045,5.0,,0,,,,0,,
101117-6077,,Ampo,43.023126,-2.232799,5.0,,0,,,,0,,
101117-5216,,Gi-2637,43.021978,-2.237673,5.0,,0,,,,0,,
101117-4184,,Poligono Goardia,43.017414,-2.247375,5.0,,0,,,,0,,
101117-1387,,"Segura Barreiatua,28 (segura)",43.014013,-2.250473,5.0,,0,,,,0,,
101117-1388,,"Kale Nagusia,7 (segura)",43.010809,-2.252242,5.0,,0,,,,0,,
101117-1389,,"Kale Nagusia,31 (segura)",43.008423,-2.253633,5.0,,0,,,,0,,
101117-1390,,"Segura Barreiatua,66",43.005204,-2.261328,5.0,,0,,,,0,,
101117-5218,,Barreiatua,43.002054,-2.267132,5.0,,0,,,,0,,
101117-4186,,"Segura Barreiatua, 83",42.995522,-2.272264,5.0,,0,,,,0,,
101117-502,,"Gi-2637 Barrenaldea Auzoa 6, Parean",42.988925,-2.277138,5.0,,0,,,,0,,
101117-4188,,"Ondaraldea,17",42.985345,-2.283398,5.0,,0,,,,0,,
101117-4190,,"Ondaraldea,4 (zegama)",42.983435,-2.287591,5.0,,0,,,,0,,
101117-1382,,Farmazi (zegama),42.97907,-2.289395,5.0,,0,,,,0,,
101117-4827,,Elizalde Kalea,42.976206,-2.290899,5.0,,0,,,,0,,
101117-7615,,Olaberri,42.972398,-2.292464,5.0,,0,,,,0,,
101117-4192,,"Juan Telleria,6",42.975954,-2.290853,5.0,,0,,,,0,,
101117-4826,,Hermanos Aseginolaza Kalea,42.978257,-2.289024,5.0,,0,,,,0,,
101117-4191,,"Ondaraldea,4 (zegama)",42.983631,-2.287306,5.0,,0,,,,0,,
101117-4189,,"Ondaraldea,17 (zegama)",42.984887,-2.283735,5.0,,0,,,,0,,
101117-200,,Gi-2637 Barrenaldea Auzoa 6,42.988916,-2.277052,5.0,,0,,,,0,,
101117-4187,,"Segura Barreiatua,83",42.995467,-2.272129,5.0,,0,,,,0,,
101117-1971,,Barreiatua,43.002134,-2.266971,5.0,,0,,,,0,,
101117-1383,,Zeraingo Bidegurutzea,43.005105,-2.261341,5.0,,0,,,,0,,
101117-1384,,"Kale Nagusia,31 (segura)",43.008378,-2.253609,5.0,,0,,,,0,,
101117-1385,,"Kale Nagusia,7 (segura)",43.01089,-2.252167,5.0,,0,,,,0,,
101117-1386,,"Segura Barreiatua,28 (segura)",43.013841,-2.250364,5.0,,0,,,,0,,
101117-4185,,Poligono Goardia,43.01701,-2.247491,5.0,,0,,,,0,,
101117-5213,,Gi-2637,43.021879,-2.237674,5.0,,0,,,,0,,
101117-4182,,Diseminado Rural (idiazabal),43.023132,-2.227043,5.0,,0,,,,0,,
101117-4158,,"Diseminado Rural, Cerca De NÂº45 (idiazabal)",43.024202,-2.22417,5.0,,0,,,,0,,
101117-1367,,"Sector 201 , 16 (olaberria)",43.028733,-2.21908,5.0,,0,,,,0,,
101117-4159,,"Cari De La Cruz,23 (olaberria)",43.035198,-2.217758,5.0,,0,,,,0,,
101117-1368,,"Cari De La Cruz,2 (olaberria)",43.037946,-2.216631,5.0,,0,,,,0,,
101117-4160,,"Carretera N-1 Madrid Irun,7 (olaberria)",43.041439,-2.2165,5.0,,0,,,,0,,
101117-2000,,Antzizar Kiroldegia,43.046223,-2.214242,5.0,,0,,,,0,,
101117-1370,,Igartza,43.046829,-2.210661,5.0,,0,,,,0,,
101117-4401,,Tren Geltokia,43.046348,-2.202392,5.0,,0,,,,0,,
101117-1341,,Bernedo,43.046005,-2.197105,5.0,,0,,,,0,,
101117-4161,,Zaldizurreta,43.046508,-2.194311,5.0,,0,,,,0,,
101117-1342,,"Joan Xxiii, 12",43.051816,-2.189785,5.0,,0,,,,0,,
101117-1973,,Malkasko 2,43.054661,-2.187267,5.0,,0,,,,0,,
101117-1343,,Kale Berri,43.052828,-2.182748,5.0,,0,,,,0,,
101117-934,,Geltokia,43.052838,-2.179138,5.0,,0,,,,0,,
101117-4162,,Joseba Rezola Pasealekua,43.053401,-2.175999,5.0,,0,,,,0,,
101117-4163,,"Euskal Pilota, 5",43.054035,-2.171521,5.0,,0,,,,0,,
101117-4147,,"Txindoki Kalea, 2",43.054703,-2.167963,5.0,,0,,,,0,,
101117-5214,,Carretera Zaldibia,43.048909,-2.160073,5.0,,0,,,,0,,
101117-1372,,"Elbarren Auzoa,11 (zaldibia)",43.041115,-2.150898,5.0,,0,,,,0,,
101117-1373,,"Santa Fe,18",43.038188,-2.150853,5.0,,0,,,,0,,
101117-4402,,"Zumarralde,2",43.043786,-2.256421,5.0,,0,,,,0,,
101117-4307,,Alegi Auzoa,43.053004,-2.262915,5.0,,0,,,,0,,
101117-1394,,Gabiria Erdigunea,43.050498,-2.279534,5.0,,0,,,,0,,
101117-5415,,Arama,43.06246,-2.164776,5.0,,0,,,,0,,
101117-4269,,Altzaga,43.064274,-2.154251,5.0,,0,,,,0,,
101117-1378,,Gaintza Erdigunea,43.053418,-2.133206,5.0,,0,,,,0,,
101117-4886,,Mendizabal Baserria,43.051496,-2.130262,5.0,,0,,,,0,,
101117-4887,,Otegi Enea Baserria,43.046099,-2.125145,5.0,,0,,,,0,,
101117-4545,,Zerain,43.012197,-2.271846,5.0,,0,,,,0,,
101117-1391,,Mutiloa Erdigunea,43.021453,-2.271798,5.0,,0,,,,0,,
101117-1501,,Altzagarate,43.07023,-2.152388,5.0,,0,,,,0,,
101117-1653,,Murkondo,43.062786,-2.147971,5.0,,0,,,,0,,
101117-5413,,Altzaga,43.064328,-2.154262,5.0,,0,,,,0,,
101117-1380,,Arama,43.062531,-2.164627,5.0,,0,,,,0,,
101117-4180,,Altamira,43.052395,-2.173765,5.0,,0,,,,0,,
101117-4151,,"Cari De La Cruz,12 (olaberria)",43.036649,-2.216635,5.0,,0,,,,0,,
101117-4152,,Sector 201 (olaberria),43.034048,-2.218104,5.0,,0,,,,0,,
101117-4153,,"Sector 201 , 16 (olaberria)",43.028922,-2.219078,5.0,,0,,,,0,,
101117-1334,,San Gregorio,42.978396,-2.180521,5.0,,0,,,,0,,
101117-5236,,Barandiaran,42.982648,-2.180722,5.0,,0,,,,0,,
101117-5235,,Matasoro,42.989028,-2.182649,5.0,,0,,,,0,,
101117-5234,,Rafaelenea,42.995484,-2.18011,5.0,,0,,,,0,,
101117-1335,,Arrondoa,42.998828,-2.179268,5.0,,0,,,,0,,
101117-5244,,Eskola,43.001553,-2.177551,5.0,,0,,,,0,,
101117-1336,,San Martin,43.006969,-2.176755,5.0,,0,,,,0,,
101117-5250,,Otadi,43.01283,-2.175474,5.0,,0,,,,0,,
101117-5663,,Zubikoeta,43.015577,-2.176775,5.0,,0,,,,0,,
101117-5662,,Amebi,43.02062,-2.178058,5.0,,0,,,,0,,
101117-5239,,Zubierreka Poligonoa,43.023595,-2.180976,5.0,,0,,,,0,,
101117-1337,,Hirigoien,43.029416,-2.184041,5.0,,0,,,,0,,
101117-1338,,"Hirigoien Kalea, 14",43.032001,-2.185467,5.0,,0,,,,0,,
101117-1339,,Lazkaoko Eliza,43.035268,-2.186381,5.0,,0,,,,0,,
101117-1340,,Hiribarren,43.036945,-2.187943,5.0,,0,,,,0,,
101117-6071,,Senpere Auzoa 4,43.043849,-2.1914,5.0,,0,,,,0,,
101117-1231,,Itsasondoko Anbulatorioa,43.069142,-2.163567,5.0,,0,,,,0,,
101117-5518,,Berostegi,43.077586,-2.159608,5.0,,0,,,,0,,
101117-1233,,Legorreta,43.085794,-2.150502,5.0,,0,,,,0,,
101117-4710,,Sagardotegia,43.085336,-2.145742,5.0,,0,,,,0,,
101117-5412,,Geltokia,43.084939,-2.142111,5.0,,0,,,,0,,
101117-5237,,Legorreta 2,43.08501,-2.141999,5.0,,0,,,,0,,
101117-5238,,Sagardotegia,43.085388,-2.145545,5.0,,0,,,,0,,
101117-1220,,Legorreta,43.085886,-2.150673,5.0,,0,,,,0,,
101117-1974,,Berostegi,43.077604,-2.159644,5.0,,0,,,,0,,
101117-1222,,Itsasondoko Plaza,43.067558,-2.164964,5.0,,0,,,,0,,
101117-1351,,"Hiribarren, 14",43.037009,-2.188065,5.0,,0,,,,0,,
101117-1352,,Erdigunea,43.035295,-2.186418,5.0,,0,,,,0,,
101117-5257,,Hirigoien Kalea,43.031822,-2.185494,5.0,,0,,,,0,,
101117-9010,,"Hirigoien, 2",43.02939,-2.184176,5.0,,0,,,,0,,
101117-5240,,Amebi,43.020585,-2.178181,5.0,,0,,,,0,,
101117-5241,,Zubikoeta,43.015941,-2.177249,5.0,,0,,,,0,,
101117-1355,,San Martin,43.006933,-2.176841,5.0,,0,,,,0,,
101117-1356,,Arrondoa,42.998874,-2.179341,5.0,,0,,,,0,,
101117-5664,,Rafaelenea,42.995539,-2.180244,5.0,,0,,,,0,,
101117-1357,,San Gregorio,42.978334,-2.180681,5.0,,0,,,,0,,
101117-5255,,Bastarrika,42.973317,-2.18054,5.0,,0,,,,0,,
101117-1358,,Ergoiena,42.96535,-2.175814,5.0,,0,,,,0,,
101117-1977,,San Juan,43.059642,-2.172342,5.0,,0,,,,0,,
101117-5222,,Gi-3352,43.063345,-2.256614,5.0,,0,,,,0,,
101117-2004,,Itsaso Erdigunea,43.072473,-2.257462,5.0,,0,,,,0,,
101117-1976,,Aia Auzoa,42.966395,-2.154919,5.0,,0,,,,0,,
101117-1332,,Kaxeta,42.958312,-2.156562,5.0,,0,,,,0,,
101117-1975,,Atxurrena,42.963058,-2.16893,5.0,,0,,,,0,,
101117-5247,,Sarriarte,42.964341,-2.173302,5.0,,0,,,,0,,
101117-1333,,Ergoiena,42.96535,-2.175827,5.0,,0,,,,0,,
101117-5248,,Bastarrika,42.973525,-2.180623,5.0,,0,,,,0,,
101117-4708,,Otegi Enea Baserria,43.046143,-2.125009,5.0,,0,,,,0,,
101117-4707,,Mendizabal Baserria,43.051568,-2.130261,5.0,,0,,,,0,,
101117-5221,,Bajada De Gabiria Hacia Pavimentos Arrondo,43.050785,-2.289513,5.0,,0,,,,0,,
101117-5220,,Arrondoko Kruzea,43.051181,-2.292357,5.0,,0,,,,0,,
101117-5219,,Baztarrika,43.048204,-2.285577,5.0,,0,,,,0,,
101117-3683,,Ugarana,43.046669,-2.283495,5.0,,0,,,,0,,
101117-6101,,Renfe Geltokia,43.087054,-2.320214,5.0,,0,,,,0,,
101117-4380,,Elizalde,43.089166,-2.313384,5.0,,0,,,,0,,
101117-7738,,San Gregorio 4,43.086729,-2.311003,5.0,,0,,,,0,,
101117-531,,Izazpi,43.084777,-2.317401,5.0,,0,,,,0,,
101117-3820,,Argixao 6,43.083693,-2.315239,5.0,,0,,,,0,,
101117-942,,Zumarragako Ospitalea,43.083366,-2.313314,5.0,,0,,,,0,,
101117-4374,,Izazpe,43.084848,-2.31713,5.0,,0,,,,0,,
101117-4394,,Marquesina. Direccion Beasain,43.075519,-2.290505,5.0,,0,,,,0,,
101117-1500,,Ezkio Itsaso Udaletxea,43.067842,-2.282573,5.0,,0,,,,0,,
101117-4816,,Errekabarrena 1,43.065586,-2.277441,5.0,,0,,,,0,,
101117-4395,,Santa Luzia,43.062086,-2.273577,5.0,,0,,,,0,,
101117-3245,,Santa Luzia 2,43.059985,-2.270421,5.0,,0,,,,0,,
101117-4308,,Alegi Auzoa,43.052111,-2.262742,5.0,,0,,,,0,,
101117-4396,,San Andres,43.042635,-2.25253,5.0,,0,,,,0,,
101117-4711,,Aranberri Auzoa,43.042466,-2.245977,5.0,,0,,,,0,,
101117-1377,,Salbatore Auzoa,43.049802,-2.228022,5.0,,0,,,,0,,
101117-5254,,Sarriarte,42.964286,-2.173131,5.0,,0,,,,0,,
101117-5666,,Atxurrenea,42.963022,-2.169004,5.0,,0,,,,0,,
101117-1398,,Kaxeta Ataun,42.958213,-2.156563,5.0,,0,,,,0,,
101117-4709,,Mutiloa Erdigunea,43.021454,-2.271847,5.0,,0,,,,0,,
101117-1392,,Zerain,43.012234,-2.27203,5.0,,0,,,,0,,
101117-1531,,Senpere Auzoa 5,43.044512,-2.190998,5.0,,0,,,,0,,
101117-1891,,Lazkaibar Kalea S/n,43.049627,-2.188389,5.0,,0,,,,0,,
101117-1374,,"Gudugarreta ,4",43.048983,-2.230807,5.0,,0,,,,0,,
101117-4712,,Aranberri Auzoa,43.042565,-2.246037,5.0,,0,,,,0,,
101117-3244,,Santa Luzia 2,43.060048,-2.270334,5.0,,0,,,,0,,
101117-4403,,Santa Luzia,43.062609,-2.273767,5.0,,0,,,,0,,
101117-3236,,"Errekabarrena 1, Parean",43.065793,-2.277512,5.0,,0,,,,0,,
101117-5365,,Ezkio Itsaso Udaletxea,43.067794,-2.281984,5.0,,0,,,,0,,
101117-4404,,Marmoles IpiÃ±arrieta,43.077169,-2.292291,5.0,,0,,,,0,,
101117-3414,,Eizaga,43.086643,-2.310169,5.0,,0,,,,0,,
101117-4375,,"Elizkale Kalea, 13",43.088928,-2.312846,5.0,,0,,,,0,,
101117-5416,,Murkondo,43.062742,-2.148033,5.0,,0,,,,0,,
101117-5410,,Igartubeiti Museoa,43.07444,-2.28499,5.0,,0,,,,0,,
101117-5223,,Ezkio Baserriak,43.078265,-2.283152,5.0,,0,,,,0,,
101117-2003,,Ezkio Erdigunea,43.080908,-2.275296,5.0,,0,,,,0,,
101117-5411,,Ezkio Baserriak,43.078319,-2.283151,5.0,,0,,,,0,,
101117-5258,,"Hirigoien Kalea, 3",43.033177,-2.186102,5.0,,0,,,,0,,
101117-3249,,Errekalde Auzoa,43.028911,-2.190332,5.0,,0,,,,0,,
101117-1393,,"Zebazelai,9 (olaberria)",43.026303,-2.204849,5.0,,0,,,,0,,
101117-5232,,Txakolindegi,43.030558,-2.210833,5.0,,0,,,,0,,
101117-5230,,Igerilekua,43.038068,-2.216077,5.0,,0,,,,0,,
101117-5231,,Txakolindegi,43.030514,-2.21092,5.0,,0,,,,0,,
101117-2489,,Errekalde Auzoa,43.028875,-2.190271,5.0,,0,,,,0,,
101117-3163,,Fp Goierri,43.047301,-2.182956,5.0,,0,,,,0,,
101117-1363,,Iurre,43.038662,-2.21726,5.0,,0,,,,0,,
101118-5562,,Zinkoenea 2,43.267856,-1.973321,1.0,,0,,,,0,,
101118-1381,,Sidrerias Hernani,43.265976,-1.970494,1.0,,0,,,,0,,
101118-5547,,Zinkoenea,43.268282,-1.973634,1.0,,0,,,,0,,
101118-5558,,Elkano,43.26704,-1.976736,1.0,,0,,,,0,,
101118-5548,,Florida 23 (lidl),43.270322,-1.971222,1.0,,0,,,,0,,
101118-5549,,Florida 69 ( Etxe Haundi),43.271959,-1.966967,1.0,,0,,,,0,,
101118-5550,,Florida 100,43.272451,-1.96569,1.0,,0,,,,0,,
101118-5551,,Etxeberri (frontoia),43.273462,-1.965919,1.0,,0,,,,0,,
101118-5552,,Cumbre,43.273391,-1.96406,1.0,,0,,,,0,,
101118-5553,,Bestizan,43.273023,-1.963129,1.0,,0,,,,0,,
101118-5554,,Bolatoki,43.272369,-1.965506,1.0,,0,,,,0,,
101118-5555,,Florida 69 (etxe Haundi 2),43.272041,-1.967151,1.0,,0,,,,0,,
101118-5556,,Sagastialde,43.271684,-1.970472,1.0,,0,,,,0,,
101118-5557,,Antziola,43.27237,-1.976708,1.0,,0,,,,0,,
101118-2501,,Antziola Auzoa 17,43.271503,-1.97639,1.0,,0,,,,0,,
101118-2516,,Antziola 10,43.269612,-1.975337,1.0,,0,,,,0,,
101118-5177,,Urbieta Kalea,43.267512,-1.977122,1.0,,0,,,,0,,
101118-4102,,Izpizua Kalea - Aratz Ikastetxea,43.26506,-1.978863,1.0,,0,,,,0,,
101118-5563,,ZikuÃ±aga Goia,43.26209,-1.967984,1.0,,0,,,,0,,
101118-5564,,ZikuÃ±aga Auzoa,43.263472,-1.968429,1.0,,0,,,,0,,
101118-1734,,Karabel Biribilgunea,43.266029,-1.968423,1.0,,0,,,,0,,
101118-337,,Santa Barbara Bailara - Hilerria,43.26185,-1.979398,1.0,,0,,,,0,,
101118-1610,,Karabel Zubia,43.265912,-1.97047,1.0,,0,,,,0,,
101118-2524,,Marieluts,43.269436,-1.980811,1.0,,0,,,,0,,
101118-5559,,Osasun Zentroa,43.267586,-1.977367,1.0,,0,,,,0,,
101118-5561,,Institutoa,43.261797,-1.979522,1.0,,0,,,,0,,
101118-1614,,Portu,43.263209,-1.974212,1.0,,0,,,,0,,
101116-1094,,Errezilgo Plaza,43.164876,-2.174145,4.0,,0,,,,0,,
101116-4245,,Intsausti,43.167781,-2.177428,4.0,,0,,,,0,,
101116-4246,,Loidi,43.170277,-2.195393,4.0,,0,,,,0,,
101116-4247,,Bentaberri,43.174366,-2.205785,4.0,,0,,,,0,,
101116-4248,,Irurena,43.178716,-2.236378,4.0,,0,,,,0,,
101116-1107,,Landeta,43.177674,-2.258698,4.0,,0,,,,0,,
101116-1108,,"Artzubia Hiribidea, 35 - Garmendipe",43.179951,-2.262633,4.0,,0,,,,0,,
101116-1055,,Anbulategia,43.181318,-2.268006,4.0,,0,,,,0,,
101116-942,,Zumarragako Ospitalea,43.083366,-2.313314,5.0,,0,,,,0,,
101116-4374,,Izazpe,43.084848,-2.31713,5.0,,0,,,,0,,
101116-1660,,Renfe Geltokia,43.087074,-2.320521,5.0,,0,,,,0,,
101116-4380,,Elizalde,43.089166,-2.313384,5.0,,0,,,,0,,
101116-7738,,San Gregorio 4,43.086729,-2.311003,5.0,,0,,,,0,,
101116-4828,,Etxeberri,43.099748,-2.316706,5.0,,0,,,,0,,
101116-6102,,AgiÃ±era Bidegurutzea,43.111465,-2.322967,5.0,,0,,,,0,,
101116-1075,,Aizpurutxo,43.133056,-2.352127,4.0,,0,,,,0,,
101116-1073,,Olotzaga,43.165096,-2.33047,4.0,,0,,,,0,,
101116-1070,,Azkoitiko Industrialdea,43.17244,-2.322183,4.0,,0,,,,0,,
101116-6103,,Altzibar,43.175523,-2.318138,4.0,,0,,,,0,,
101116-1084,,San Martin,43.176113,-2.312878,4.0,,0,,,,0,,
101116-4035,,Munibe,43.177071,-2.309065,4.0,,0,,,,0,,
101116-1085,,Txerloia,43.173461,-2.301786,4.0,,0,,,,0,,
101116-1032,,Munategi,43.174239,-2.290593,4.0,,0,,,,0,,
101116-1033,,Loiola,43.175961,-2.279438,4.0,,0,,,,0,,
101116-1035,,Sanjuandegi,43.179041,-2.270925,4.0,,0,,,,0,,
101116-1034,,Anbulategia,43.181227,-2.267859,4.0,,0,,,,0,,
101116-1037,,Trenbidearen Museoa,43.185535,-2.261372,4.0,,0,,,,0,,
101116-1038,,Danona,43.208082,-2.254342,4.0,,0,,,,0,,
101116-1039,,Lasao,43.219192,-2.256829,4.0,,0,,,,0,,
101116-1040,,Alberdikoa,43.225479,-2.258575,4.0,,0,,,,0,,
101116-1041,,Bainuetxea,43.233558,-2.256137,4.0,,0,,,,0,,
101116-1042,,Zestoa,43.24066,-2.257024,4.0,,0,,,,0,,
101116-4806,,"Iraetabidea 10, Iraeta",43.254809,-2.26035,4.0,,0,,,,0,,
101116-6105,,Iraetako Geltokia,43.255016,-2.265818,4.0,,0,,,,0,,
101116-1088,,Arroaerreka,43.263731,-2.271221,4.0,,0,,,,0,,
101116-6106,,Arroabea,43.277529,-2.267531,4.0,,0,,,,0,,
101116-6107,,Narrondo,43.284581,-2.263478,3.0,,0,,,,0,,
101116-6108,,Patxita Etxezarreta,43.294145,-2.255436,3.0,,0,,,,0,,
101116-1118,,Zumaiako Geltokia,43.29193,-2.25121,3.0,,0,,,,0,,
101116-2862,,Donostiako Autobus Geltokia,43.316563,-1.977533,1.0,,0,,,,0,,
101116-482,,"Askatasunaren Etorb./avda. De La Libertad, 24",43.319593,-1.982082,1.0,,0,,,,0,,
101116-420,,Zumalakarregi Etorb. 14,43.314481,-2.002872,1.0,,0,,,,0,,
101116-346,,Tolosa Hiribidea - Magisteritza,43.311295,-2.00925,1.0,,0,,,,0,,
101116-826,,Unibertsitatea,43.306859,-2.008607,1.0,,0,,,,0,,
101116-4039,,Arroabea,43.268515,-2.271718,4.0,,0,,,,0,,
101116-1063,,Arroaerreka,43.263272,-2.271312,4.0,,0,,,,0,,
101116-1087,,Iraetako Geltokia,43.255102,-2.266581,4.0,,0,,,,0,,
